season,player_id,player,team,age,experience,games,games_started,minutes,per,true_shooting,usage_rate,bpm,vorp,win_shares,ws_per_48,obpm,dbpm,reb_rate,ast_rate,stl_rate,blk_rate,tov_rate,three_pt_rate,team_pace,team_wins,team_season_key,minutes_per_game,qualified
2007,mensapo01,Pops Mensah-Bonsu,DAL,23.0,1,12,0.0,71.0,11.6,0.582,22.3,-6.6,-0.1,0.0,0.022,-3.7,-2.8,17.8,0.0,0.8,0.0,26.5,0.0,89.5,67.0,DAL_2007,5.9,0
2007,milescj01,C.J. Miles,UTA,19.0,2,37,13.0,373.0,2.8,0.4,18.5,-7.3,-0.5,-0.5,-0.062,-6.6,-0.7,5.7,10.0,1.5,0.9,18.2,0.276,91.6,51.0,UTA_2007,10.1,0
2007,milicda01,Darko Miličić,ORL,21.0,4,80,16.0,1913.0,13.8,0.492,18.7,-0.5,0.7,3.3,0.082,-2.1,1.5,14.1,7.9,1.2,5.9,16.0,0.002,89.9,40.0,ORL_2007,23.9,1
2007,millean02,Andre Miller,2TM,30.0,8,80,79.0,2966.0,16.1,0.52,19.2,0.2,1.7,5.9,0.095,0.5,-0.3,7.0,34.3,1.9,0.3,17.7,0.039,,,2TM_2007,37.1,1
2007,millebr01,Brad Miller,SAC,30.0,9,63,56.0,1783.0,13.5,0.508,16.8,0.1,0.9,2.7,0.072,-0.7,0.8,13.2,20.4,1.1,1.7,16.2,0.067,94.8,33.0,SAC_2007,28.3,1
2007,millemi01,Mike Miller,MEM,26.0,7,70,69.0,2740.0,16.4,0.588,21.1,1.4,2.3,4.8,0.085,3.1,-1.7,8.2,18.7,1.0,0.5,14.0,0.493,93.6,22.0,MEM_2007,39.1,1
2007,millspa01,Paul Millsap,UTA,21.0,1,82,1.0,1472.0,17.6,0.571,17.8,0.6,0.9,4.7,0.153,-0.4,1.0,17.5,6.7,2.4,4.2,16.1,0.008,91.6,51.0,UTA_2007,18.0,1
2007,mingya01,Yao Ming,HOU,26.0,5,48,48.0,1624.0,26.5,0.601,33.5,5.0,2.8,7.4,0.22,3.1,1.9,16.0,12.3,0.6,4.5,14.3,0.002,90.7,52.0,HOU_2007,33.8,1
2007,moblecu01,Cuttino Mobley,LAC,31.0,9,78,73.0,2841.0,12.5,0.546,18.4,-1.0,0.8,4.6,0.078,-0.6,-0.4,5.6,11.7,1.7,0.7,12.8,0.279,90.8,40.0,LAC_2007,36.4,1
2007,mohamna01,Nazr Mohammed,DET,29.0,9,51,33.0,773.0,16.5,0.554,18.5,-1.9,0.0,2.3,0.145,-2.5,0.6,17.6,2.0,1.9,4.0,14.3,0.0,87.3,53.0,DET_2007,15.2,0
2007,mooremi01,Mikki Moore,NJN,31.0,9,79,55.0,2082.0,14.8,0.637,16.2,-1.2,0.4,5.7,0.131,-1.3,0.1,11.4,6.1,1.2,2.3,15.6,0.002,91.4,41.0,NJN_2007,26.4,1
2007,morriad01,Adam Morrison,CHA,22.0,1,78,23.0,2326.0,7.9,0.45,22.4,-5.1,-1.8,-1.5,-0.03,-2.7,-2.4,5.9,11.9,0.6,0.2,11.3,0.273,92.0,33.0,CHA_2007,29.8,1
2007,morrira01,Randolph Morris,NYK,21.0,1,5,0.0,44.0,1.5,0.231,11.0,-6.6,0.0,-0.1,-0.083,-7.1,0.4,12.2,3.2,2.4,1.8,18.8,0.0,90.8,33.0,NYK_2007,8.8,0
2007,mournal01,Alonzo Mourning,MIA,36.0,14,77,43.0,1572.0,16.7,0.59,20.8,-1.9,0.0,3.5,0.107,-3.1,1.2,13.1,2.0,0.4,9.0,18.7,0.0,89.9,44.0,MIA_2007,20.4,1
2007,murphtr01,Troy Murphy,2TM,26.0,6,68,48.0,1852.0,14.5,0.541,17.2,0.5,1.1,4.5,0.116,0.1,0.4,12.7,10.9,1.2,1.7,10.8,0.253,,,2TM_2007,27.2,1
2007,murraro01,Ronald Murray,DET,27.0,5,69,18.0,1477.0,10.8,0.474,18.7,-2.4,-0.1,1.3,0.042,-2.3,-0.2,4.5,20.4,1.8,0.7,15.5,0.189,87.3,53.0,DET_2007,21.4,1
2007,mutomdi01,Dikembe Mutombo,HOU,40.0,16,75,33.0,1289.0,14.4,0.601,8.3,0.6,0.8,5.2,0.192,-1.5,2.2,21.8,1.5,0.9,4.5,16.6,0.0,90.7,52.0,HOU_2007,17.2,1
2007,nachbbo01,Boštjan Nachbar,NJN,26.0,5,76,1.0,1532.0,14.5,0.614,19.3,0.3,0.9,4.1,0.128,0.4,-0.1,9.7,6.8,1.0,1.3,10.8,0.535,91.4,41.0,NJN_2007,20.2,1
2007,najered01,Eduardo Nájera,DEN,30.0,7,75,36.0,1658.0,13.5,0.609,12.0,0.2,0.9,4.8,0.138,-0.9,1.2,10.5,5.7,2.2,1.1,12.1,0.034,97.4,45.0,DEN_2007,22.1,1
2007,nashst01,Steve Nash,PHO,32.0,11,76,76.0,2682.0,23.8,0.654,22.9,5.9,5.3,12.6,0.225,6.7,-0.8,5.8,50.1,1.1,0.2,21.0,0.353,95.6,61.0,PHO_2007,35.3,1
2007,nelsoja01,Jameer Nelson,ORL,24.0,3,77,77.0,2331.0,13.9,0.514,23.0,-0.7,0.8,4.0,0.082,-0.1,-0.6,6.2,25.0,1.7,0.2,15.9,0.222,89.9,40.0,ORL_2007,30.3,1
2007,nestera01,Rasho Nesterović,TOR,30.0,9,80,73.0,1676.0,13.9,0.558,13.8,-0.3,0.7,4.1,0.118,-1.4,1.2,12.6,7.0,1.1,3.9,11.2,0.002,92.6,47.0,TOR_2007,21.0,1
2007,newblir01,Ira Newble,CLE,32.0,7,15,1.0,129.0,14.9,0.556,15.6,0.0,0.1,0.5,0.179,-0.4,0.4,13.5,2.5,2.5,0.0,6.8,0.405,90.8,50.0,CLE_2007,8.6,0
2007,nocioan01,Andrés Nocioni,CHI,27.0,3,53,31.0,1406.0,15.6,0.578,23.8,0.8,1.0,4.1,0.139,0.2,0.6,12.2,7.0,1.0,1.3,13.8,0.358,93.6,49.0,CHI_2007,26.5,1
2007,noelda01,David Noel,MIL,22.0,1,68,0.0,792.0,9.0,0.47,13.4,-3.1,-0.2,0.4,0.024,-2.2,-0.9,9.1,11.7,1.6,0.9,17.0,0.299,92.3,28.0,MIL_2007,11.6,0
2007,novakst01,Steve Novak,HOU,23.0,1,35,1.0,191.0,7.7,0.501,13.4,-1.5,0.0,0.4,0.091,-2.5,1.0,7.8,4.9,1.4,0.0,7.3,0.78,90.7,52.0,HOU_2007,5.5,0
2007,nowitdi01,Dirk Nowitzki,DAL,28.0,9,78,78.0,2820.0,27.6,0.605,28.9,8.3,7.4,16.3,0.278,7.2,1.2,14.8,17.8,1.0,1.7,9.5,0.129,89.5,67.0,DAL_2007,36.2,1
2007,obertfa01,Fabricio Oberto,SAS,31.0,2,79,33.0,1365.0,11.9,0.575,12.9,-1.3,0.2,4.1,0.144,-2.5,1.1,16.3,7.8,1.0,1.3,18.5,0.0,89.8,58.0,SAS_2007,17.3,1
2007,obryapa01,Patrick O'Bryant,GSW,20.0,1,16,0.0,119.0,7.3,0.393,17.0,-4.6,-0.1,0.0,-0.003,-6.6,2.0,9.7,10.2,2.4,5.1,16.8,0.0,99.2,42.0,GSW_2007,7.4,0
2007,odomla01,Lamar Odom,LAL,27.0,8,56,56.0,2202.0,16.1,0.552,19.8,1.1,1.7,4.7,0.102,1.0,0.2,14.5,19.5,1.2,1.1,16.8,0.267,93.5,42.0,LAL_2007,39.3,1
2007,okafoem01,Emeka Okafor,CHA,24.0,3,67,65.0,2329.0,20.1,0.554,19.1,2.1,2.4,7.1,0.147,1.2,0.9,19.2,6.0,1.3,5.7,11.3,0.0,92.0,33.0,CHA_2007,34.8,1
2007,okurme01,Mehmet Okur,UTA,27.0,5,80,80.0,2664.0,18.1,0.571,22.8,2.2,2.8,8.8,0.158,3.1,-0.9,13.2,9.9,0.7,1.2,9.2,0.317,91.6,51.0,UTA_2007,33.3,1
2007,ollieke01,Kevin Ollie,PHI,34.0,10,53,23.0,919.0,8.4,0.481,12.8,-4.2,-0.5,0.6,0.03,-3.5,-0.7,4.8,21.8,1.2,0.1,18.5,0.011,90.7,35.0,PHI_2007,17.3,0
2007,olowomi01,Michael Olowokandi,BOS,31.0,9,24,0.0,234.0,4.5,0.423,12.5,-5.5,-0.2,-0.1,-0.017,-7.6,2.1,12.3,3.3,1.8,4.3,26.4,0.0,92.0,24.0,BOS_2007,9.8,0
2007,onealje01,Jermaine O'Neal,IND,28.0,11,69,69.0,2459.0,18.8,0.5,28.1,0.8,1.7,4.7,0.091,-0.4,1.2,15.5,13.0,1.1,5.6,13.2,0.006,92.4,35.0,IND_2007,35.6,1
2007,onealsh01,Shaquille O'Neal,MIA,34.0,15,40,39.0,1135.0,21.7,0.567,29.4,1.7,1.1,2.8,0.119,1.6,0.2,15.4,14.3,0.4,3.8,13.5,0.0,89.9,44.0,MIA_2007,28.4,1
2007,outlabo01,Bo Outlaw,ORL,35.0,14,41,0.0,460.0,11.4,0.667,8.2,0.3,0.3,1.2,0.126,-1.0,1.3,14.2,5.3,2.0,1.1,25.7,0.0,89.9,40.0,ORL_2007,11.2,0
2007,outlatr01,Travis Outlaw,POR,22.0,4,67,1.0,1532.0,15.3,0.499,21.8,-0.4,0.6,2.3,0.072,-0.7,0.3,8.8,6.1,2.2,3.9,9.3,0.065,88.3,32.0,POR_2007,22.9,1
2007,pachuza01,Zaza Pachulia,ATL,22.0,4,72,47.0,2026.0,16.8,0.562,21.3,-0.8,0.6,4.8,0.114,-0.4,-0.4,14.9,9.2,2.0,1.4,17.2,0.002,90.0,30.0,ATL_2007,28.1,1
2007,padgesc01,Scott Padgett,2TM,30.0,8,31,0.0,231.0,4.9,0.373,14.2,-4.6,-0.1,0.1,0.019,-5.0,0.4,13.5,5.3,1.1,1.0,12.7,0.589,,,2TM_2007,7.5,0
2007,pargoja01,Jannero Pargo,NOK,27.0,5,82,7.0,1710.0,13.4,0.504,23.1,-0.8,0.5,2.0,0.056,-0.4,-0.4,6.1,20.4,1.6,0.2,14.1,0.302,90.2,39.0,NOK_2007,20.9,1
2007,parkean01,Anthony Parker,TOR,31.0,4,73,73.0,2437.0,14.5,0.597,15.7,1.4,2.1,6.5,0.127,0.9,0.4,6.8,9.9,1.6,0.3,8.6,0.38,92.6,47.0,TOR_2007,33.4,1
2007,parkesm01,Smush Parker,LAL,25.0,4,82,80.0,2457.0,11.6,0.526,18.6,-2.0,0.0,2.3,0.045,-1.7,-0.3,4.9,14.6,2.5,0.3,15.1,0.383,93.5,42.0,LAL_2007,30.0,1
2007,parketo01,Tony Parker,SAS,24.0,6,77,77.0,2499.0,21.4,0.572,27.4,3.1,3.2,9.6,0.185,2.7,0.4,6.0,31.7,1.8,0.2,13.3,0.035,89.8,58.0,SAS_2007,32.5,1
2007,patteru01,Ruben Patterson,MIL,31.0,9,81,53.0,2508.0,18.5,0.578,22.2,1.0,1.9,5.4,0.103,1.7,-0.6,10.3,15.5,2.3,0.8,16.2,0.022,92.3,28.0,MIL_2007,31.0,1
2007,paulch01,Chris Paul,NOK,21.0,2,64,64.0,2353.0,22.0,0.537,23.1,5.0,4.2,8.8,0.179,3.6,1.4,6.9,41.3,2.7,0.1,13.5,0.164,90.2,39.0,NOK_2007,36.8,1
2007,pavloal01,Sasha Pavlović,CLE,23.0,4,67,28.0,1534.0,12.1,0.554,19.1,-0.8,0.5,3.1,0.098,-1.8,1.0,6.0,11.3,1.9,0.9,15.8,0.302,90.8,50.0,CLE_2007,22.9,1
2007,paytoga01,Gary Payton,MIA,38.0,17,68,28.0,1503.0,9.0,0.458,14.4,-3.2,-0.5,1.3,0.042,-3.1,-0.1,5.2,20.9,1.5,0.2,14.4,0.336,89.9,44.0,MIA_2007,22.1,1
2007,perkike01,Kendrick Perkins,BOS,22.0,4,72,53.0,1576.0,9.5,0.518,12.2,-2.6,-0.3,1.4,0.042,-4.1,1.5,14.1,9.4,0.8,4.7,26.5,0.011,92.0,24.0,BOS_2007,21.9,1
2007,petermo01,Morris Peterson,TOR,29.0,7,71,12.0,1515.0,13.2,0.555,19.1,0.1,0.8,2.9,0.091,0.2,-0.2,9.2,5.0,1.5,0.6,8.5,0.571,92.6,47.0,TOR_2007,21.3,1
2007,petrojo01,Johan Petro,SEA,21.0,2,81,13.0,1510.0,11.6,0.532,16.7,-3.7,-0.6,1.7,0.053,-3.4,-0.3,13.3,4.8,1.4,2.4,14.8,0.0,91.8,31.0,SEA_2007,18.6,1
2007,piatker01,Eric Piatkowski,PHO,36.0,13,11,0.0,73.0,7.7,0.522,19.0,-3.5,0.0,0.0,0.007,-1.3,-2.2,7.2,7.5,0.0,1.0,16.2,0.72,95.6,61.0,PHO_2007,6.6,0
2007,piercpa01,Paul Pierce,BOS,29.0,9,47,46.0,1740.0,21.7,0.571,30.7,4.2,2.7,5.4,0.148,4.9,-0.7,9.5,22.1,1.4,0.6,12.9,0.324,92.0,24.0,BOS_2007,37.0,1
2007,pietrmi01,Mickaël Piétrus,GSW,24.0,4,72,38.0,1937.0,13.0,0.59,17.2,-1.3,0.4,3.6,0.088,-0.8,-0.5,9.3,4.7,1.2,2.2,13.4,0.41,99.2,42.0,GSW_2007,26.9,1
2007,pinknke01,Kevinn Pinkney,BOS,23.0,1,6,0.0,100.0,11.6,0.501,15.8,-2.5,0.0,0.2,0.075,-2.0,-0.5,9.0,8.3,1.6,2.3,11.4,0.074,92.0,24.0,BOS_2007,16.7,0
2007,pollasc01,Scot Pollard,CLE,31.0,10,24,0.0,109.0,8.5,0.432,13.2,-5.6,-0.1,0.2,0.1,-5.8,0.2,16.5,4.2,1.9,0.7,12.6,0.0,90.8,50.0,CLE_2007,4.5,0
2007,poseyja01,James Posey,MIA,30.0,8,71,19.0,1919.0,12.7,0.579,13.1,0.9,1.4,5.2,0.13,-0.3,1.1,11.0,7.7,2.0,0.9,10.4,0.6,89.9,44.0,MIA_2007,27.0,1
2007,potapvi01,Vitaly Potapenko,SAC,31.0,11,3,0.0,13.0,-22.1,0.0,20.7,-28.6,-0.1,-0.1,-0.534,-22.4,-6.2,9.0,0.0,0.0,0.0,33.3,0.0,94.8,33.0,SAC_2007,4.3,0
2007,powele01,Leon Powe,BOS,23.0,1,63,2.0,720.0,14.6,0.549,18.1,-3.8,-0.3,1.7,0.116,-2.1,-1.7,17.9,2.3,1.0,2.4,16.4,0.011,92.0,24.0,BOS_2007,11.4,0
2007,poweljo01,Josh Powell,2TM,24.0,2,37,0.0,353.0,9.6,0.52,17.1,-6.0,-0.4,0.3,0.036,-5.1,-0.8,13.8,8.7,0.7,2.6,20.6,0.0,,,2TM_2007,9.5,0
2007,powelro01,Roger Powell,UTA,24.0,1,3,0.0,13.0,-8.3,0.258,23.7,-18.9,-0.1,-0.1,-0.327,-11.0,-7.9,14.0,0.0,0.0,0.0,43.6,0.333,91.6,51.0,UTA_2007,4.3,0
2007,pricero01,Ronnie Price,SAC,23.0,2,58,1.0,563.0,10.5,0.489,18.3,-1.8,0.0,0.4,0.035,-2.4,0.6,7.4,13.7,2.5,0.5,14.4,0.378,94.8,33.0,SAC_2007,9.7,0
2007,princta01,Tayshaun Prince,DET,26.0,5,82,82.0,3001.0,16.0,0.534,18.9,1.8,2.9,8.0,0.128,2.1,-0.4,8.5,12.9,0.9,1.4,8.2,0.211,87.3,53.0,DET_2007,36.6,1
2007,przybjo01,Joel Przybilla,POR,27.0,7,43,43.0,701.0,7.4,0.467,8.7,-3.5,-0.3,0.3,0.02,-5.4,1.9,14.9,2.6,0.8,7.6,30.8,0.0,88.3,32.0,POR_2007,16.3,0
2007,quinnch01,Chris Quinn,MIA,23.0,1,42,1.0,408.0,12.3,0.479,19.6,-1.9,0.0,0.6,0.07,-0.8,-1.1,4.3,25.8,2.0,0.0,12.5,0.435,89.9,44.0,MIA_2007,9.7,0
2007,radmavl01,Vladimir Radmanović,LAL,26.0,6,55,15.0,986.0,11.0,0.518,19.0,-2.8,-0.2,0.8,0.04,-1.8,-1.0,10.7,10.5,1.3,1.4,16.5,0.373,93.5,42.0,LAL_2007,17.9,0
2007,randosh01,Shavlik Randolph,PHI,23.0,2,13,6.0,179.0,15.3,0.503,17.2,-0.5,0.1,0.4,0.102,-1.3,0.8,18.1,3.7,2.1,4.3,13.5,0.0,90.7,35.0,PHI_2007,13.8,0
2007,randoza01,Zach Randolph,POR,25.0,6,68,67.0,2425.0,22.8,0.537,33.1,1.6,2.2,5.7,0.112,3.4,-1.8,17.6,12.8,1.2,0.5,12.6,0.037,88.3,32.0,POR_2007,35.7,1
2007,ratlith01,Theo Ratliff,BOS,33.0,12,2,2.0,44.0,6.7,0.525,5.9,-2.8,0.0,0.1,0.073,-3.7,0.9,9.5,0.0,1.2,5.3,17.4,0.0,92.0,24.0,BOS_2007,22.0,0
2007,rayal01,Allan Ray,BOS,22.0,1,47,5.0,710.0,10.0,0.512,20.8,-2.7,-0.1,0.6,0.039,-1.5,-1.2,5.8,10.5,1.5,0.3,12.9,0.448,92.0,24.0,BOS_2007,15.1,0
2007,reddmi01,Michael Redd,MIL,27.0,7,53,53.0,2036.0,22.3,0.586,29.5,3.0,2.5,6.1,0.145,5.0,-2.0,5.7,11.0,1.6,0.3,9.2,0.299,92.3,28.0,MIL_2007,38.4,1
2007,redicjj01,JJ Redick,ORL,22.0,1,42,0.0,622.0,13.0,0.569,18.1,0.1,0.3,1.7,0.134,0.8,-0.7,5.2,9.7,1.0,0.0,8.7,0.503,89.9,40.0,ORL_2007,14.8,0
2007,reedju01,Justin Reed,MIN,25.0,3,41,3.0,318.0,6.3,0.441,20.8,-8.3,-0.5,-0.2,-0.037,-6.1,-2.2,8.7,8.6,0.8,0.7,15.5,0.0,91.0,32.0,MIN_2007,7.8,0
2007,reineja01,Jared Reiner,MIL,24.0,2,27,2.0,244.0,4.8,0.348,11.4,-7.8,-0.4,-0.1,-0.027,-6.4,-1.4,17.1,7.4,1.1,1.9,22.8,0.0,92.3,28.0,MIL_2007,9.0,0
2007,richaja01,Jason Richardson,GSW,26.0,6,51,49.0,1675.0,15.5,0.512,22.3,0.8,1.2,3.0,0.085,1.4,-0.6,8.5,16.0,1.6,1.4,9.3,0.41,99.2,42.0,GSW_2007,32.8,1
2007,richaje01,Jeremy Richardson,2TM,22.0,1,6,0.0,20.0,13.8,0.667,16.1,1.8,0.0,0.0,0.099,1.2,0.6,6.0,0.0,2.7,0.0,14.3,0.5,,,2TM_2007,3.3,0
2007,richaqu01,Quentin Richardson,NYK,26.0,7,49,47.0,1621.0,14.3,0.532,18.7,0.7,1.1,3.5,0.104,1.3,-0.6,12.9,11.4,1.2,0.3,10.5,0.473,90.8,33.0,NYK_2007,33.1,1
2007,ridnolu01,Luke Ridnour,SEA,25.0,4,71,58.0,2091.0,13.7,0.509,20.0,-1.5,0.2,2.3,0.052,-0.6,-0.9,4.7,28.2,2.1,0.7,16.9,0.2,91.8,31.0,SEA_2007,29.5,1
2007,roberan02,Anthony Roberson,GSW,23.0,2,20,1.0,227.0,11.4,0.527,22.2,-2.3,0.0,0.1,0.031,-1.8,-0.5,5.1,7.0,2.6,0.0,11.0,0.529,99.2,42.0,GSW_2007,11.4,0
2007,roberla01,Lawrence Roberts,MEM,24.0,2,54,18.0,969.0,13.4,0.533,14.1,-1.7,0.1,2.0,0.099,-1.2,-0.5,16.1,4.7,1.9,1.0,11.9,0.01,93.6,22.0,MEM_2007,17.9,0
2007,robinbe01,Bernard Robinson,2TM,26.0,3,31,0.0,278.0,7.6,0.413,14.7,-2.3,0.0,0.1,0.01,-4.6,2.2,10.2,10.2,3.2,0.6,17.8,0.032,,,2TM_2007,9.0,0
2007,robincl02,Clifford Robinson,NJN,40.0,18,50,1.0,955.0,5.9,0.434,12.9,-4.1,-0.5,0.3,0.013,-3.9,-0.2,7.5,8.2,0.7,1.9,11.4,0.303,91.4,41.0,NJN_2007,19.1,0
2007,robinna01,Nate Robinson,NYK,22.0,2,64,5.0,1356.0,15.2,0.552,22.0,1.1,1.0,3.2,0.114,1.2,-0.2,6.7,11.9,2.0,0.4,11.0,0.407,90.8,33.0,NYK_2007,21.2,1
2007,rodrise01,Sergio Rodríguez,POR,20.0,1,67,1.0,862.0,14.1,0.493,17.8,-1.1,0.2,0.9,0.05,0.4,-1.5,6.6,41.9,2.2,0.2,23.5,0.356,88.3,32.0,POR_2007,12.9,0
2007,rondora01,Rajon Rondo,BOS,20.0,1,78,25.0,1831.0,13.1,0.472,16.5,-0.2,0.8,2.4,0.064,-2.4,2.2,9.5,26.3,3.6,0.3,20.5,0.064,92.0,24.0,BOS_2007,23.5,1
2007,roseja01,Jalen Rose,PHO,34.0,13,29,0.0,246.0,13.4,0.592,18.3,1.2,0.2,0.6,0.111,1.3,-0.1,5.4,9.3,1.0,0.6,9.0,0.547,95.6,61.0,PHO_2007,8.5,0
2007,rosema01,Malik Rose,NYK,32.0,11,65,2.0,810.0,7.7,0.46,15.3,-3.9,-0.4,0.1,0.007,-4.5,0.6,12.8,12.7,1.7,0.9,23.7,0.043,90.8,33.0,NYK_2007,12.5,0
2007,rossqu01,Quinton Ross,LAC,25.0,3,81,43.0,1700.0,10.5,0.508,12.2,-1.0,0.4,3.2,0.09,-2.4,1.4,6.7,8.1,2.2,1.5,7.3,0.026,90.8,40.0,LAC_2007,21.0,1
2007,roybr01,Brandon Roy,POR,22.0,1,57,55.0,2015.0,18.0,0.548,23.0,2.0,2.0,4.8,0.114,2.3,-0.3,7.7,20.9,1.8,0.4,11.8,0.191,88.3,32.0,POR_2007,35.4,1
2007,ruffimi01,Michael Ruffin,WAS,30.0,7,30,0.0,271.0,4.4,0.322,6.2,-5.9,-0.3,0.0,0.002,-4.6,-1.2,13.1,2.9,1.1,2.3,31.3,0.0,94.1,41.0,WAS_2007,9.0,0
2007,salmojo01,John Salmons,SAC,27.0,5,79,19.0,2135.0,12.7,0.553,15.3,-0.5,0.8,3.6,0.081,-0.9,0.4,7.3,18.8,1.7,1.0,16.4,0.217,94.8,33.0,SAC_2007,27.0,1
2007,sampsja01,Jamal Sampson,DEN,23.0,5,22,3.0,125.0,11.3,0.595,10.3,-2.1,0.0,0.2,0.083,-3.7,1.5,21.6,5.5,0.8,4.0,33.2,0.071,97.4,45.0,DEN_2007,5.7,0
2007,scalabr01,Brian Scalabrine,BOS,28.0,6,54,17.0,1027.0,6.6,0.537,10.8,-2.7,-0.2,0.9,0.043,-2.7,0.0,6.1,8.9,1.2,1.4,18.0,0.576,92.0,24.0,BOS_2007,19.0,1
2007,schenlu01,Luke Schenscher,POR,24.0,2,11,0.0,118.0,3.9,0.364,12.0,-8.7,-0.2,0.0,-0.013,-6.9,-1.8,13.2,1.3,0.9,2.7,13.3,0.0,88.3,32.0,POR_2007,10.7,0
2007,sefolth01,Thabo Sefolosha,CHI,22.0,1,71,4.0,868.0,8.5,0.464,17.2,-2.6,-0.1,0.8,0.047,-4.2,1.6,10.1,10.7,1.9,1.0,17.9,0.164,93.6,49.0,CHI_2007,12.2,0
2007,senesa01,Mouhamed Sene,SEA,20.0,1,28,3.0,169.0,8.5,0.429,19.5,-8.1,-0.3,0.0,-0.011,-6.3,-1.7,16.0,0.0,0.9,5.5,15.1,0.0,91.8,31.0,SEA_2007,6.0,0
2007,simiewa01,Wayne Simien,MIA,23.0,2,8,0.0,93.0,6.3,0.441,14.8,-5.0,-0.1,0.0,0.025,-4.1,-0.8,7.0,6.7,1.1,0.0,10.3,0.0,89.9,44.0,MIA_2007,11.6,0
2007,simmoce01,Cedric Simmons,NOK,21.0,1,43,4.0,534.0,8.0,0.43,14.4,-4.4,-0.3,0.3,0.025,-4.6,0.2,11.6,3.5,0.8,3.4,13.1,0.0,90.2,39.0,NOK_2007,12.4,0
2007,singlja01,James Singleton,LAC,25.0,2,53,0.0,376.0,11.9,0.449,13.7,-1.2,0.1,0.7,0.083,-2.3,1.1,16.9,7.0,2.1,3.5,15.2,0.171,90.8,40.0,LAC_2007,7.1,0
2007,skinnbr01,Brian Skinner,MIL,30.0,9,67,44.0,1523.0,8.9,0.511,10.8,-3.6,-0.6,1.1,0.035,-3.5,-0.1,14.9,5.4,0.6,3.2,20.7,0.0,92.3,28.0,MIL_2007,22.7,1
2007,slokaur01,Uroš Slokar,TOR,23.0,1,20,0.0,72.0,13.9,0.599,26.2,-5.6,-0.1,0.1,0.042,-4.0,-1.6,11.4,2.4,0.7,2.2,22.1,0.077,92.6,47.0,TOR_2007,3.6,0
2007,smithcr01,Craig Smith,MIN,23.0,1,82,5.0,1537.0,15.7,0.558,18.7,-1.8,0.1,3.9,0.121,-1.3,-0.5,16.2,5.4,1.8,0.9,12.0,0.013,91.0,32.0,MIN_2007,18.7,1
2007,smithjo02,Joe Smith,2TM,31.0,12,65,11.0,1503.0,13.9,0.51,18.9,-2.3,-0.1,2.8,0.088,-1.6,-0.7,15.9,5.4,1.3,1.4,12.3,0.01,,,2TM_2007,23.1,1
2007,smithjo03,Josh Smith,ATL,21.0,3,72,72.0,2647.0,18.3,0.506,24.1,2.0,2.7,4.4,0.079,0.4,1.7,14.1,16.3,2.0,6.1,16.3,0.153,90.0,30.0,ATL_2007,36.8,1
2007,smithjr01,J.R. Smith,DEN,21.0,3,63,24.0,1471.0,15.6,0.585,22.8,1.4,1.2,3.7,0.12,2.0,-0.5,5.5,10.2,1.6,0.4,10.8,0.593,97.4,45.0,DEN_2007,23.3,1
2007,smithst03,Steven Smith,PHI,23.0,1,8,0.0,28.0,-1.8,0.282,18.0,-14.9,-0.1,-0.1,-0.154,-11.3,-3.6,12.9,0.0,1.9,0.0,18.4,0.0,90.7,35.0,PHI_2007,3.5,0
2007,snower01,Eric Snow,CLE,33.0,12,82,45.0,1929.0,8.6,0.458,11.4,-2.6,-0.3,2.8,0.069,-3.8,1.1,5.7,25.2,1.5,0.6,22.9,0.012,90.8,50.0,CLE_2007,23.5,1
2007,snydeki01,Kirk Snyder,HOU,23.0,3,39,1.0,563.0,12.2,0.536,17.0,0.2,0.3,1.4,0.117,-1.1,1.3,8.5,11.3,1.0,1.6,12.7,0.301,90.7,52.0,HOU_2007,14.4,0
2007,songada01,Darius Songaila,WAS,28.0,4,37,1.0,700.0,13.6,0.567,18.3,-3.2,-0.2,1.1,0.078,-2.1,-1.1,11.0,9.0,1.2,1.1,14.7,0.009,94.1,41.0,WAS_2007,18.9,0
2007,sowpa01,Pape Sow,TOR,25.0,3,7,0.0,34.0,16.4,0.43,17.2,-2.1,0.0,0.1,0.128,-0.7,-1.4,19.0,8.7,1.5,2.3,7.9,0.0,92.6,47.0,TOR_2007,4.9,0
2007,spanova01,Vassilis Spanoulis,HOU,24.0,1,31,0.0,272.0,5.4,0.47,20.5,-5.9,-0.3,-0.1,-0.01,-6.0,0.1,4.7,15.9,1.4,0.3,24.3,0.403,90.7,52.0,HOU_2007,8.8,0
2007,stackje01,Jerry Stackhouse,DAL,32.0,12,67,8.0,1615.0,16.8,0.537,25.0,1.2,1.3,4.1,0.122,1.8,-0.6,5.4,19.7,1.7,0.5,13.5,0.248,89.5,67.0,DAL_2007,24.1,1
2007,stevede01,DeShawn Stevenson,WAS,25.0,7,82,82.0,2419.0,12.9,0.542,17.6,-1.3,0.4,3.1,0.061,0.1,-1.4,5.1,14.3,1.4,0.6,12.3,0.243,94.1,41.0,WAS_2007,29.5,1
2007,stojape01,Peja Stojaković,NOK,29.0,9,13,13.0,425.0,15.8,0.543,24.9,2.5,0.5,0.9,0.1,2.9,-0.4,7.3,4.7,1.0,0.7,8.2,0.429,90.2,39.0,NOK_2007,32.7,0
